CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Group,Frequency,OrderHike_Cat,WarehouseToHome_Bin,RecencyGroup,Recency,NumberAddress,Cashback_Cat,Satisfaction_Category,Segment
51683,0,2.0,Mobile Phone,1,15.0,UPI,Male,1.0,4,Mobile Phone,1,Single,1,0,17.0,1.0,2.0,2.0,139.83,Onboarding (<1 Th),Low,High,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51684,0,3.0,Mobile Phone,3,11.0,E wallet,Female,1.0,4,Laptop & Accessory,3,Married,2,0,13.0,1.0,1.0,2.0,161.18,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
51685,0,0.0,Mobile Phone,3,14.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,0,18.0,0.0,1.0,7.0,162.14,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
51686,0,10.0,Mobile Phone,1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,8,0,16.0,1.0,1.0,4.0,163.47,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
51687,0,11.0,Mobile Phone,1,21.0,Debit Card,Male,3.0,4,Fashion,1,Married,1,1,14.0,2.0,2.0,3.0,215.10000000000002,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51688,0,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Fashion,1,Single,2,1,14.0,4.0,4.0,10.0,171.43,Onboarding (<1 Th),Low,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),High,unsatisfied,Promising
51689,0,2.0,Mobile Phone,3,16.0,E wallet,Female,2.0,4,Laptop & Accessory,4,Married,2,1,14.0,1.0,1.0,7.0,182.68,Onboarding (<1 Th),Low,Medium,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,satisfied,Potential Loyalists
51690,0,8.0,Mobile Phone,1,11.0,Cash on Delivery,Male,3.0,3,Fashion,4,Single,1,0,13.0,1.0,1.0,13.0,180.95,Onboarding (<1 Th),Low,Low,Close (10–14),Recent,Medium,Few Addresses (<= 3),High,satisfied,Promising
51691,0,0.0,Mobile Phone,1,32.0,Debit Card,Male,3.0,3,Mobile Phone,1,Married,2,0,12.0,0.0,1.0,2.0,129.04,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51692,0,14.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,7,1,15.0,1.0,1.0,2.0,160.32,Stable (1 Th),Low,Medium,Close (10–14),Very Recent,High,Many Addresses (7 =<),Medium,satisfied,Potential Loyalists
51693,0,20.0,Computer,3,10.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Single,4,0,19.0,0.0,1.0,0.0,129.76,Stable (1 Th),Low,Very High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51694,0,15.0,Mobile Phone,1,29.0,Debit Card,Female,2.0,3,Grocery,1,Single,3,0,14.0,0.0,2.0,0.0,259.92,Stable (1 Th),Low,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51695,0,2.0,Computer,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,14.0,1.0,1.0,2.0,146.49,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
51696,0,15.0,Mobile Phone,2,8.0,Cash on Delivery,Male,3.0,3,Mobile Phone,3,Married,1,1,11.0,1.0,1.0,0.0,126.96000000000001,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51697,0,5.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,13.0,0.0,1.0,7.0,123.69999999999999,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51698,0,21.0,Mobile Phone,3,35.0,Credit Card,Female,3.0,3,Fashion,3,Married,4,0,21.0,0.0,1.0,3.0,225.04000000000002,Stable (1 Th),Low,Very High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
51699,0,10.0,Mobile Phone,1,12.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,5,1,13.0,6.0,6.0,7.0,159.74,Onboarding (<1 Th),Medium,Low,Close (10–14),Very Recent,High,Medium Addresses (4-6),Medium,satisfied,Loyal Customers
51700,0,3.0,Computer,3,31.0,Cash on Delivery,Female,2.0,3,Laptop & Accessory,3,Married,8,1,12.0,2.0,2.0,2.0,147.36,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
51701,0,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,17.0,0.0,7.0,7.0,152.96,Onboarding (<1 Th),Medium,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Loyal Customers
51702,0,15.0,Mobile Phone,1,8.0,UPI,Male,3.0,4,Laptop & Accessory,1,Single,4,0,23.0,1.0,1.0,0.0,167.81,Stable (1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
51703,1,9.0,Computer,3,6.0,Cash on Delivery,Female,3.0,4,Mobile Phone,4,Single,2,1,11.0,1.0,1.0,2.0,121.74000000000001,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51704,0,9.0,Computer,3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Single,5,0,15.0,1.0,1.0,0.0,166.53,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
51705,0,9.0,Computer,3,9.0,Credit Card,Male,2.0,4,Fashion,1,Married,5,0,11.0,0.0,1.0,12.0,196.99,Onboarding (<1 Th),Low,Low,Very Close (≤9),Recent,Medium,Medium Addresses (4-6),Very High,unsatisfied,Promising
51706,0,30.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,3,0,11.0,0.0,1.0,2.0,167.55,Loyal (>2 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
51707,0,9.0,Mobile Phone,1,16.0,Debit Card,Female,2.0,1,Mobile Phone,3,Married,4,1,13.0,0.0,1.0,7.0,122.13,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51708,0,0.0,Computer,3,14.0,Credit Card,Male,2.0,3,Mobile Phone,1,Single,2,0,24.0,2.0,2.0,2.0,126.1,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51709,1,0.0,Mobile Phone,3,11.0,E wallet,Female,3.0,3,Mobile Phone,3,Single,2,1,13.0,0.0,1.0,0.0,128.51,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51710,0,10.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,3,Mobile Phone,5,Married,7,0,20.0,1.0,1.0,3.0,134.52,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Many Addresses (7 =<),Low,satisfied,Potential Loyalists
51711,0,19.0,Computer,1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Married,3,0,14.0,1.0,1.0,0.0,152.58,Stable (1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
51712,1,4.0,Computer,3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,0,18.0,4.0,7.0,7.0,193.55,Onboarding (<1 Th),Medium,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),High,satisfied,Loyal Customers
51713,0,23.0,Mobile Phone,1,16.0,Cash on Delivery,Male,3.0,4,Fashion,1,Single,7,0,15.0,1.0,1.0,3.0,204.96,Stable (1 Th),Low,Medium,Far (15–20),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
51714,1,3.0,Mobile Phone,3,28.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,3,1,12.0,1.0,1.0,0.0,163.8,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
51715,0,4.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Mobile Phone,4,Single,1,1,16.0,2.0,2.0,2.0,126.57,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51716,1,0.0,Mobile Phone,3,18.0,Debit Card,Female,3.0,1,Mobile Phone,4,Single,2,0,15.0,0.0,1.0,0.0,127.16,Onboarding (<1 Th),Low,Medium,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51717,0,9.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Mobile Phone,1,Single,10,0,16.0,0.0,1.0,2.0,122.00999999999999,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Low,unsatisfied,Potential Loyalists
51718,0,8.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,10,0,19.0,0.0,1.0,0.0,165.4,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Many Addresses (7 =<),High,satisfied,Potential Loyalists
51719,0,0.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,0,11.0,0.0,1.0,4.0,138.16,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51720,0,1.0,Mobile Phone,3,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,2,0,16.0,1.0,1.0,7.0,152.53,Onboarding (<1 Th),Low,High,Far (15–20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
51721,0,22.0,Mobile Phone,1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,0,24.0,1.0,1.0,3.0,209.64999999999998,Stable (1 Th),Low,Very High,Close (10–14),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
51722,0,24.0,Mobile Phone,3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,0,11.0,1.0,1.0,7.0,149.36,Stable (1 Th),Low,Low,Far (15–20),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
51723,0,9.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,3,Married,5,0,13.0,2.0,2.0,2.0,125.43,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51724,1,0.0,Computer,3,25.0,E wallet,Male,3.0,1,Laptop & Accessory,1,Single,9,1,13.0,0.0,1.0,4.0,153.04,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
51725,0,28.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,3,Grocery,1,Single,3,1,13.0,1.0,1.0,2.0,266.59,Loyal (>2 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51726,0,0.0,Mobile Phone,3,16.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,2,1,12.0,0.0,1.0,3.0,142.6,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51727,0,3.0,Mobile Phone,3,14.0,Cash on Delivery,Male,3.0,3,Mobile Phone,4,Married,2,0,18.0,1.0,1.0,0.0,124.75999999999999,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51728,1,0.0,Computer,1,9.0,Cash on Delivery,Male,3.0,3,Mobile Phone,5,Single,1,0,22.0,0.0,1.0,4.0,131.02,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51729,0,9.0,Mobile Phone,1,17.0,Credit Card,Female,2.0,3,Mobile Phone,4,Married,2,0,13.0,1.0,1.0,2.0,122.44,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51730,0,9.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,13.0,8.0,9.0,0.0,175.96,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Loyal Customers
51731,1,9.0,Computer,1,10.0,Cash on Delivery,Male,2.0,3,Mobile Phone,1,Single,10,1,23.0,1.0,1.0,0.0,122.85,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Many Addresses (7 =<),Low,unsatisfied,Potential Loyalists
51732,0,10.0,Mobile Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,2,0,12.0,10.0,12.0,17.0,130.34,Onboarding (<1 Th),High,Low,Far (15–20),Moderate,Low,Few Addresses (<= 3),Low,satisfied,At Risk
51733,0,13.0,Mobile Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,8,0,12.0,0.0,1.0,3.0,157.15,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Medium,satisfied,Potential Loyalists
51734,0,15.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,4,0,16.0,0.0,1.0,2.0,125.75999999999999,Stable (1 Th),Low,High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,satisfied,Potential Loyalists
51735,0,10.0,Mobile Phone,1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,1,12.0,0.0,1.0,1.0,141.97,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51736,0,16.0,Mobile Phone,1,18.0,Debit Card,Male,2.0,4,Grocery,4,Married,2,0,11.0,3.0,2.0,9.0,243.36,Stable (1 Th),Low,Low,Far (15–20),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Promising
51737,0,13.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Married,7,0,22.0,1.0,1.0,0.0,134.48,Stable (1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Low,unsatisfied,Potential Loyalists
51738,0,27.0,Mobile Phone,1,11.0,Credit Card,Male,2.0,3,Others,5,Married,5,0,15.0,1.0,1.0,2.0,294.06,Loyal (>2 Th),Low,Medium,Close (10–14),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
51739,0,7.0,Computer,3,10.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,10,0,15.0,0.0,1.0,2.0,165.38,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
51740,0,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,0,12.0,3.0,3.0,12.0,143.06,Onboarding (<1 Th),Low,Low,Close (10–14),Recent,Medium,Few Addresses (<= 3),Low,satisfied,Promising
51741,0,9.0,Computer,1,27.0,Credit Card,Male,3.0,3,Mobile Phone,1,Married,8,0,20.0,1.0,1.0,2.0,122.58000000000001,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Low,unsatisfied,Potential Loyalists
51742,0,16.0,Mobile Phone,1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,1,14.0,1.0,1.0,2.0,145.22,Stable (1 Th),Low,Medium,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51743,0,0.0,Mobile Phone,3,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Single,2,1,11.0,0.0,1.0,3.0,144.87,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51744,0,10.0,Computer,1,31.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,1,15.0,4.0,10.0,7.0,144.49,Onboarding (<1 Th),Medium,Medium,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Loyal Customers
51745,0,9.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,2,0,12.0,3.0,3.0,2.0,122.18,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51746,0,12.0,Computer,1,6.0,Debit Card,Male,2.0,3,Others,3,Married,2,1,14.0,0.0,1.0,6.0,291.97,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51747,0,29.0,Computer,3,12.0,Debit Card,Female,2.0,1,Grocery,5,Married,10,0,11.0,6.0,2.0,7.0,232.12,Loyal (>2 Th),Low,Low,Close (10–14),Very Recent,High,Many Addresses (7 =<),Very High,satisfied,Potential Loyalists
51748,0,3.0,Mobile Phone,3,18.0,Cash on Delivery,Female,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,3.0,4.0,4.0,165.77,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
51749,0,14.0,Mobile Phone,3,6.0,E wallet,Male,2.0,1,Fashion,5,Married,2,0,16.0,1.0,1.0,7.0,183.92,Stable (1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,satisfied,Potential Loyalists
51750,0,1.0,Mobile Phone,1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,0,12.0,0.0,1.0,8.0,145.58,Onboarding (<1 Th),Low,Low,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Low,satisfied,Promising
51751,1,0.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,6,0,13.0,1.0,1.0,2.0,140.31,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Low,satisfied,Potential Loyalists
51752,0,25.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,4,Fashion,3,Married,3,1,14.0,1.0,1.0,4.0,179.69,Loyal (>2 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
51753,0,18.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,3,Mobile Phone,1,Married,4,0,21.0,0.0,1.0,2.0,126.53999999999999,Stable (1 Th),Low,Very High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51754,0,25.0,Mobile Phone,1,10.0,Debit Card,Female,1.0,3,Grocery,1,Married,3,0,13.0,1.0,1.0,4.0,265.55,Loyal (>2 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51755,0,15.0,Computer,1,35.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,3,0,11.0,1.0,1.0,2.0,145.56,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51756,0,3.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Single,3,0,20.0,1.0,1.0,2.0,160.91,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
51757,0,30.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Others,5,Married,6,0,15.0,1.0,11.0,10.0,295.66,Loyal (>2 Th),High,Medium,Close (10–14),Recent,Medium,Medium Addresses (4-6),Very High,satisfied,Need Attention
51758,0,19.0,Mobile Phone,1,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,0,14.0,1.0,1.0,8.0,148.1,Stable (1 Th),Low,Medium,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,Promising
51759,0,15.0,Computer,1,34.0,Cash on Delivery,Female,2.0,4,Laptop & Accessory,1,Married,1,0,11.0,0.0,1.0,4.0,145.23,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51760,1,0.0,Mobile Phone,3,6.0,Cash on Delivery,Female,3.0,3,Mobile Phone,4,Single,2,1,16.0,0.0,1.0,4.0,132.02,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
51761,1,0.0,Computer,3,14.0,E wallet,Female,2.0,5,Mobile Phone,3,Married,1,0,16.0,0.0,1.0,0.0,123.50999999999999,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51762,0,9.0,Computer,1,8.0,Debit Card,Male,2.0,3,Mobile Phone,1,Married,2,1,23.0,1.0,1.0,0.0,117.02000000000001,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51763,0,13.0,Mobile Phone,3,8.0,Debit Card,Female,3.0,3,Others,3,Married,1,0,14.0,1.0,1.0,12.0,280.41,Stable (1 Th),Low,Medium,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),Very High,unsatisfied,Promising
51764,0,0.0,Mobile Phone,1,29.0,Debit Card,Female,3.0,3,Mobile Phone,1,Married,2,0,22.0,0.0,1.0,2.0,128.86,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51765,0,9.0,Computer,1,9.0,Debit Card,Male,2.0,3,Mobile Phone,1,Married,5,0,15.0,1.0,1.0,4.0,120.97,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51766,0,2.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,18.0,0.0,1.0,3.0,219.35000000000002,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
51767,1,0.0,Mobile Phone,1,14.0,Cash on Delivery,Female,3.0,4,Mobile Phone,4,Married,6,0,16.0,1.0,1.0,1.0,125.46000000000001,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,satisfied,Potential Loyalists
51768,1,0.0,Mobile Phone,2,14.0,Cash on Delivery,Male,2.0,4,Mobile Phone,1,Single,2,0,12.0,0.0,1.0,0.0,125.63999999999999,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51769,0,3.0,Computer,3,28.0,UPI,Female,3.0,3,Fashion,5,Married,1,0,11.0,3.0,7.0,8.0,184.12,Onboarding (<1 Th),Medium,Low,Very Far (>20),Recent,Medium,Few Addresses (<= 3),High,satisfied,New Customer
51770,0,30.0,Mobile Phone,3,35.0,E wallet,Male,2.0,4,Grocery,1,Married,4,0,12.0,1.0,2.0,0.0,241.18,Loyal (>2 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
51771,0,23.0,Mobile Phone,1,35.0,Debit Card,Male,2.0,4,Grocery,3,Married,1,0,15.0,1.0,15.0,7.0,270.46,Stable (1 Th),High,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Champions
51772,0,3.0,Computer,1,14.0,Credit Card,Female,2.0,3,Mobile Phone,1,Single,1,0,14.0,1.0,6.0,7.0,125.63999999999999,Onboarding (<1 Th),Medium,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Loyal Customers
51773,0,30.0,Computer,3,34.0,E wallet,Female,3.0,4,Fashion,5,Married,5,0,19.0,3.0,13.0,11.0,202.66,Loyal (>2 Th),High,Very High,Very Far (>20),Recent,Medium,Medium Addresses (4-6),Very High,satisfied,Need Attention
51774,0,20.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,6,0,13.0,0.0,1.0,4.0,150.7,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
51775,0,19.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Grocery,3,Married,7,0,13.0,1.0,1.0,1.0,278.61,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
51776,0,8.0,Mobile Phone,1,28.0,Debit Card,Male,2.0,5,Mobile Phone,3,Single,1,0,15.0,1.0,4.0,3.0,142.3,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
51777,0,27.0,Mobile Phone,1,5.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,8,0,11.0,0.0,1.0,0.0,137.8,Loyal (>2 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Low,unsatisfied,Potential Loyalists
51778,0,7.0,Mobile Phone,1,8.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,4,0,12.0,3.0,5.0,7.0,127.68,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
51779,0,5.0,Mobile Phone,3,16.0,E wallet,Female,3.0,4,Fashion,1,Married,3,1,19.0,0.0,1.0,2.0,190.71,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
51780,0,4.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,0,25.0,0.0,1.0,8.0,206.48000000000002,Onboarding (<1 Th),Low,Very High,Far (15–20),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Promising
51781,1,0.0,Mobile Phone,1,21.0,Credit Card,Male,2.0,3,Fashion,3,Married,8,1,12.0,3.0,2.0,7.0,236.10000000000002,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
